ㄱㅏㄱㅓㅣ 가게
ㄱㅡㅈㅜㅇ 그중
ㄱㅡㅎㅏㅣ 그해
ㄱㅡㄱㅎㅣ 극히
ㄱㅡㄴㄱㅓ 근거
ㄱㅡㄴㄱㅛ 근교
ㄱㅡㄴㄹㅗ 근로
ㄱㅡㄴㅁㅜ 근무
ㄱㅡㄴㅊㅓ 근처
ㄱㅡㄹㅈㅏ 글자
ㄱㅡㅁㄱㅗ 금고
ㄱㅡㅁㅈㅣ 금지
ㄱㅡㅂㅎㅣ 급히
ㄱㅡㅅㄷㅏ 긋다
ㄱㅣㄱㅏㄴ 기간
ㄱㅣㄱㅕㅣ 기계
ㄱㅣㄴㅕㅁ 기념
ㄱㅣㄴㅡㅇ 기능
ㄱㅣㄷㅏㅣ 기대
ㄱㅣㄷㅜㅇ 기둥
ㄱㅣㄹㅗㄱ 기록
ㄱㅣㄹㅡㅁ 기름
ㄱㅣㅂㅓㅂ 기법
ㄱㅣㅂㅗㄴ 기본
ㄱㅣㅂㅜㄴ 기분
ㄱㅣㅅㅓㅇ 기성
ㄱㅣㅅㅜㄹ 기술
ㄱㅣㅇㅓㄱ 기억
ㄱㅣㅇㅓㅂ 기업
ㄱㅣㅇㅗㄴ 기온
ㄱㅣㅇㅜㄴ 기운
ㄱㅣㅈㅓㄱ 기적
ㄱㅣㅈㅜㄴ 기준
ㄱㅣㅊㅣㅁ 기침
ㄱㅣㅎㅗㄴ 기혼
ㄱㅣㅎㅗㅣ 기회
ㄱㅣㄹㄱㅏ 길가
ㄱㅣㄹㄷㅏ 길다
ㄱㅣㄹㅇㅣ 길이
ㄱㅣㅁㅊㅣ 김치
ㄱㅣㅍㄷㅏ 깊다
ㄱㅣㅍㅇㅣ 깊이
ㄱㄱㅏㄷㅏ 까다
ㄱㄱㅏㅊㅣ 까치
ㄱㄱㅗㄹㅣ 꼬리
ㄱㄱㅗㅁㅏ 꼬마
ㄱㄱㅗㅏㄱ 꽉
ㄱㄱㅗㅏㅣ 꽤
ㄱㄱㅜㄷㅏ 꾸다
ㄱㄱㅡㄷㅏ 끄다
ㄱㄱㅣㄷㅏ 끼다
ㄴㅏㄹㅡㅁ 나름
ㄴㅏㅁㅜㄹ 나물
ㄴㅏㅈㅜㅇ 나중
ㄴㅏㅎㅡㄹ 나흘
ㄴㅏㄴㄹㅣ 난리
ㄴㅏㄹㄷㅏ 날다
ㄴㅏㅁㄴㅕ 남녀
ㄴㅏㅁㄷㅏ 남다
ㄴㅏㅁㅁㅣ 남미
ㄴㅏㅁㅂㅜ 남부
ㄴㅏㅁㅈㅏ 남자
ㄴㅏㅅㄷㅏ 낫다
ㄴㅏㅇㅂㅣ 낭비
ㄴㅏㅈㄷㅏ 낮다
ㄴㅏㅎㄷㅏ 낳다
ㄴㅏㅣㄷㅏ 내다
ㄴㅏㅣㅂㅜ 내부
ㄴㅏㅣㅈㅣ 내지
ㄴㅓㅎㅡㅣ 너희
ㄴㅓㄹㄹㅣ 널리
ㄴㅓㅁㄷㅏ 넘다
ㄴㅓㅎㄷㅏ 넣다
ㄴㅕㅅㅓㄱ 녀석
ㄴㅕㄴㄷㅗ 년도
ㄴㅗㄷㅗㅇ 노동
ㄴㅗㄹㅏㅣ 노래
ㄴㅗㄹㅕㄱ 노력
ㄴㅗㅅㅓㄴ 노선
ㄴㅗㅇㅣㄴ 노인
ㄴㅗㄱㄷㅏ 녹다
ㄴㅗㄱㅊㅏ 녹차
ㄴㅗㄴㄹㅣ 논리
ㄴㅗㄹㄷㅏ 놀다
ㄴㅗㄹㅇㅣ 놀이
ㄴㅗㅇㄱㅜ 농구
ㄴㅗㅇㅂㅜ 농부
ㄴㅗㅇㅅㅏ 농사
ㄴㅗㅍㄷㅏ 높다
ㄴㅗㅍㅇㅣ 높이
ㄴㅗㅎㄷㅏ 놓다
ㄴㅜㄴㄱㅏ 눈가
ㄴㅜㅂㄷㅏ 눕다
ㄴㅠㅇㅛㄱ 뉴욕
ㄴㅡㄹㄷㅏ 늘다
ㄴㅡㅈㄷㅏ 늦다
ㄷㅏㄹㅡㄴ 다른
ㄷㅏㅁㅏㄴ 다만
ㄷㅏㅂㅏㅇ 다방
ㄷㅏㅅㅓㅅ 다섯
ㄷㅏㅇㅡㅁ 다음
ㄷㅏㅌㅜㅁ 다툼
ㄷㅏㄴㅇㅓ 단어
ㄷㅏㄴㅈㅣ 단지
ㄷㅏㄴㅊㅜ 단추
ㄷㅏㄷㄷㅏ 닫다
ㄷㅏㄹㄷㅏ 달다
ㄷㅏㄹㄹㅓ 달러
ㄷㅏㄹㄹㅣ 달리
ㄷㅏㅁㄷㅏ 담다
ㄷㅏㅁㅇㅛ 담요
ㄷㅏㅇㅅㅣ 당시
ㄷㅏㅎㄷㅏ 닿다
ㄷㅏㅣㄱㅏ 대가
ㄷㅏㅣㄱㅜ 대구
ㄷㅏㅣㄱㅣ 대기
ㄷㅏㅣㄷㅏ 대다
ㄷㅏㅣㄹㅗ 대로
ㄷㅏㅣㅂㅣ 대비
ㄷㅏㅣㅅㅏ 대사
ㄷㅏㅣㅍㅛ 대표
ㄷㅓㅇㅜㄱ 더욱
ㄷㅓㅇㅜㅣ 더위
ㄷㅓㄹㄷㅏ 덜다
ㄷㅓㅂㄷㅏ 덥다
ㄷㅓㅍㄷㅏ 덮다
ㄷㅗㄷㅓㄱ 도덕
ㄷㅗㄷㅜㄱ 도둑
ㄷㅗㅁㅏㅇ 도망
ㄷㅗㅅㅣㅁ 도심
ㄷㅗㅇㅜㅁ 도움
ㄷㅗㅇㅣㅂ 도입
ㄷㅗㅈㅏㅇ 도장
ㄷㅗㅈㅓㄴ 도전
ㄷㅗㅈㅜㅇ 도중
ㄷㅗㅊㅏㄱ 도착
ㄷㅗㄱㅅㅓ 독서
ㄷㅗㄹㄷㅏ 돌다
ㄷㅗㅂㄷㅏ 돕다
ㄷㅗㅇㄱㅣ 동기
ㄷㅗㅇㄹㅛ 동료
ㄷㅗㅇㅂㅜ 동부
ㄷㅗㅇㅅㅓ 동서
ㄷㅗㅇㅅㅣ 동시
ㄷㅗㅇㅍㅗ 동포
ㄷㅗㅣㄷㅏ 되다
ㄷㅜㄴㅗㅣ 두뇌
ㄷㅜㅅㅓㅣ 두세
ㄷㅜㅌㅗㅇ 두통
ㄷㅜㅇㅈㅣ 둥지
ㄷㅡㄷㄷㅏ 듣다
ㄷㅡㄹㄷㅏ 들다
ㄷㅡㅅㅇㅣ 듯이
ㄷㄷㅏㄷㅏ 따다
ㄷㄷㅏㄹㅗ 따로
ㄷㄷㅏㅣㅁ 땜
ㄷㄷㅡㄷㅏ 뜨다
ㄹㅏㅁㅕㄴ 라면
ㄹㅏㅇㅣㄴ 라인
ㄹㅓㅣㅈㅓ 레저
ㄹㅗㅂㅗㅅ 로봇
ㄹㅣㄷㅡㅁ 리듬
ㅁㅏㄴㅡㄹ 마늘
ㅁㅏㄷㅏㅇ 마당
ㅁㅏㄹㅕㄴ 마련
ㅁㅏㅇㅑㄱ 마약
ㅁㅏㅇㅡㄹ 마을
ㅁㅏㅇㅡㅁ 마음
ㅁㅏㅈㅜㅇ 마중
ㅁㅏㅊㅏㄹ 마찰
ㅁㅏㅊㅣㅁ 마침
ㅁㅏㅎㅡㄴ 마흔
ㅁㅏㄱㄷㅏ 막다
ㅁㅏㄴㄷㅜ 만두
ㅁㅏㄹㄱㅣ 말기
ㅁㅏㄹㄷㅏ 말다
ㅁㅏㄹㅌㅜ 말투
ㅁㅏㅈㄷㅏ 맞다
ㅁㅏㅌㄷㅏ 맡다
ㅁㅏㅣㄴㅓ 매너
ㅁㅏㅣㄷㅏ 매다
ㅁㅏㅣㅇㅜ 매우
ㅁㅏㅣㅈㅜ 매주
ㅁㅓㄱㄷㅏ 먹다
ㅁㅓㄱㅇㅣ 먹이
ㅁㅓㄴㅈㅓ 먼저
ㅁㅓㄴㅈㅣ 먼지
ㅁㅓㄹㄷㅏ 멀다
ㅁㅓㄹㄹㅣ 멀리
ㅁㅓㅈㄷㅏ 멎다
ㅁㅓㅣㄴㅠ 메뉴
ㅁㅓㅣㄷㅏ 메다
ㅁㅓㅣㅁㅗ 메모
ㅁㅕㅊㅣㄹ 며칠
ㅁㅕㄹㅊㅣ 멸치
ㅁㅗㄱㅡㅁ 모금
ㅁㅗㄷㅡㄴ 모든
ㅁㅗㄹㅏㅣ 모래
ㅁㅗㄹㅓㅣ 모레
ㅁㅗㅂㅓㅁ 모범
ㅁㅗㅅㅡㅂ 모습
ㅁㅗㅇㅑㅇ 모양
ㅁㅗㅇㅣㅁ 모임
ㅁㅗㅈㅣㅂ 모집
ㅁㅗㄱㅅㅏ 목사
ㅁㅗㄱㅍㅛ 목표
ㅁㅗㄹㄷㅏ 몰다
ㅁㅗㅂㅅㅣ 몹시
ㅁㅜㄱㅓㅣ 무게
ㅁㅜㄴㅡㅣ 무늬
ㅁㅜㄷㅏㅣ 무대
ㅁㅜㄷㅓㅁ 무덤
ㅁㅜㄹㅕㅂ 무렵
ㅁㅜㄹㅡㅍ 무릎
ㅁㅜㅅㅡㄴ 무슨
ㅁㅜㅇㅓㅅ 무엇
ㅁㅜㅇㅕㄱ 무역
ㅁㅜㅇㅛㅇ 무용
ㅁㅜㅊㅓㄱ 무척
ㅁㅜㄱㄷㅏ 묵다
ㅁㅜㄴㄱㅜ 문구
ㅁㅜㄴㅅㅓ 문서
ㅁㅜㄴㅈㅏ 문자
ㅁㅜㄷㄷㅏ 묻다
ㅁㅜㄹㄱㅏ 물가
ㅁㅜㄹㄱㅣ 물기
ㅁㅜㄹㄷㅏ 물다
ㅁㅣㄱㅜㄱ 미국
ㅁㅣㄹㅏㅣ 미래
ㅁㅣㅁㅏㄴ 미만
ㅁㅣㅅㅜㄹ 미술
ㅁㅣㅇㅕㄱ 미역
ㅁㅣㅇㅜㅁ 미움
ㅁㅣㅇㅣㄴ 미인
ㅁㅣㅌㅣㅇ 미팅
ㅁㅣㅎㅗㄴ 미혼
ㅁㅣㄴㅈㅜ 민주
ㅁㅣㄷㄷㅏ 믿다
ㅁㅣㄹㄷㅏ 밀다
ㅁㅣㅂㄷㅏ 밉다
ㅂㅏㄴㅡㄹ 바늘
ㅂㅏㄷㅏㄱ 바닥
ㅂㅏㄹㅏㅁ 바람
ㅂㅏㅇㅜㅣ 바위
ㅂㅏㅋㅜㅣ 바퀴
ㅂㅏㅌㅏㅇ 바탕
ㅂㅏㄱㄷㅏ 박다
ㅂㅏㄱㅅㅏ 박사
ㅂㅏㄱㅅㅜ 박수
ㅂㅏㄱㅅㅡ 박스
ㅂㅏㄴㅈㅣ 반지
ㅂㅏㄷㄷㅏ 받다
ㅂㅏㄹㅍㅛ 발표
ㅂㅏㅇㅈㅣ 방지
ㅂㅏㅣㄱㅜ 배구
ㅂㅏㅣㄷㅏ 배다
ㅂㅏㅣㅇㅜ 배우
ㅂㅏㅣㅊㅜ 배추
ㅂㅏㅣㅊㅣ 배치
ㅂㅓㄹㅡㅅ 버릇
ㅂㅓㅅㅓㅅ 버섯
ㅂㅓㅌㅡㄴ 버튼
ㅂㅓㄴㅈㅣ 번지
ㅂㅓㄴㅎㅗ 번호
ㅂㅓㄹㄷㅏ 벌다
ㅂㅓㅅㄷㅏ 벗다
ㅂㅓㅣㄷㅏ 베다
ㅂㅕㄹㄷㅗ 별도
ㅂㅕㄹㄹㅗ 별로
ㅂㅗㄹㅏㅁ 보람
ㅂㅗㄹㅡㅁ 보름
ㅂㅗㅅㅏㅇ 보상
ㅂㅗㅇㅏㄴ 보안
ㅂㅗㅈㅏㅇ 보장
ㅂㅗㅈㅓㄴ 보전
ㅂㅗㅈㅗㄴ 보존
ㅂㅗㅌㅗㅇ 보통
ㅂㅗㅎㅓㅁ 보험
ㅂㅗㄱㄷㅗ 복도
ㅂㅗㄱㅅㅏ 복사
ㅂㅗㄴㅂㅜ 본부
ㅂㅗㄴㅅㅏ 본사
ㅂㅗㅇㅅㅏ 봉사
ㅂㅗㅇㅈㅣ 봉지
ㅂㅗㅇㅌㅜ 봉투
ㅂㅗㅣㄷㅏ 뵈다
ㅂㅜㄱㅡㄴ 부근
ㅂㅜㄷㅏㅁ 부담
ㅂㅜㄷㅏㅣ 부대
ㅂㅜㅁㅜㄴ 부문
ㅂㅜㅂㅜㄴ 부분
ㅂㅜㅅㅏㄴ 부산
ㅂㅜㅅㅏㅇ 부상
ㅂㅜㅇㅓㅋ 부엌
ㅂㅜㅇㅜㅣ 부위
ㅂㅜㅇㅣㄴ 부인
ㅂㅜㅈㅏㅇ 부장
ㅂㅜㅈㅏㅣ 부재
ㅂㅜㅈㅓㅇ 부정
ㅂㅜㅈㅗㄱ 부족
ㅂㅜㅊㅏㅣ 부채
ㅂㅜㅊㅣㄴ 부친
ㅂㅜㅌㅏㄱ 부탁
ㅂㅜㅍㅜㅁ 부품
ㅂㅜㄱㅂㅜ 북부
ㅂㅜㄴㄴㅗ 분노
ㅂㅜㄴㄹㅣ 분리
ㅂㅜㄴㅇㅑ 분야
ㅂㅜㄹㄱㅛ 불교
ㅂㅜㄹㄷㅏ 불다
ㅂㅜㅅㄷㅏ 붓다
ㅂㅜㅌㄷㅏ 붙다
ㅂㅣㄱㅡㄱ 비극
ㅂㅣㄴㅏㄴ 비난
ㅂㅣㄴㅣㄹ 비닐
ㅂㅣㅁㅏㄴ 비만
ㅂㅣㅁㅕㅇ 비명
ㅂㅣㅁㅣㄹ 비밀
ㅂㅣㅅㅏㅇ 비상
ㅂㅣㅇㅛㅇ 비용
ㅂㅣㅇㅠㄹ 비율
ㅂㅣㅈㅜㅇ 비중
ㅂㅣㅍㅏㄴ 비판
ㅂㅣㄹㄷㅏ 빌다
ㅂㅂㅜㄹㅣ 뿌리
ㅅㅏㄱㅓㄴ 사건
ㅅㅏㄱㅗㅏ 사과
ㅅㅏㄴㅑㅇ 사냥
ㅅㅏㄹㅏㅁ 사람
ㅅㅏㄹㅏㅇ 사랑
ㅅㅏㄹㅕㅣ 사례
ㅅㅏㄹㅣㅂ 사립
ㅅㅏㅁㅏㅇ 사망
ㅅㅏㅁㅜㄹ 사물
ㅅㅏㅂㅏㅇ 사방
ㅅㅏㅅㅏㅇ 사상
ㅅㅏㅅㅓㄹ 사설
ㅅㅏㅅㅡㅁ 사슴
ㅅㅏㅅㅣㄹ 사실
ㅅㅏㅅㅣㅂ 사십
ㅅㅏㅇㅓㅂ 사업
ㅅㅏㅇㅛㅇ 사용
ㅅㅏㅇㅜㅣ 사위
ㅅㅏㅈㅏㅇ 사장
ㅅㅏㅈㅓㄴ 사전
ㅅㅏㅈㅓㅇ 사정
ㅅㅏㅈㅣㄴ 사진
ㅅㅏㅊㅗㄴ 사촌
ㅅㅏㅌㅏㅇ 사탕
ㅅㅏㅎㅗㅣ 사회
ㅅㅏㅎㅡㄹ 사흘
ㅅㅏㄴㅅㅗ 산소
ㅅㅏㄹㄷㅏ 살다
ㅅㅏㅁㄷㅏ 삼다
ㅅㅏㅇㄹㅠ 상류
ㅅㅏㅇㅈㅏ 상자
ㅅㅏㅇㅊㅓ 상처
ㅅㅏㅇㅊㅜ 상추
ㅅㅏㅇㅍㅛ 상표
ㅅㅏㅣㄷㅏ 새다
ㅅㅏㅣㄹㅗ 새로
ㅅㅏㅣㅇㅜ 새우
ㅅㅑㅇㅜㅓ 샤워
ㅅㅓㄹㅏㅂ 서랍
ㅅㅓㄹㅡㄴ 서른
ㅅㅓㅁㅕㅇ 서명
ㅅㅓㅁㅣㄴ 서민
ㅅㅓㅇㅑㅇ 서양
ㅅㅓㅇㅜㄹ 서울
ㅅㅓㅈㅓㄱ 서적
ㅅㅓㅈㅓㅁ 서점
ㅅㅓㅋㅡㄹ 서클
ㅅㅓㄱㅅㅏ 석사
ㅅㅓㄱㅇㅠ 석유
ㅅㅓㄴㄱㅓ 선거
ㅅㅓㄴㅅㅜ 선수
ㅅㅓㄹㅅㅏ 설사
ㅅㅓㄹㅊㅣ 설치
ㅅㅓㅣㄱㅣ 세기
ㅅㅓㅣㄷㅏ 세다
ㅅㅓㅣㄹㅗ 세로
ㅅㅓㅣㅅㅜ 세수
ㅅㅓㅣㅌㅡ 세트
ㅅㅗㄱㅏㅣ 소개
ㅅㅗㄱㅡㅁ 소금
ㅅㅗㄴㅕㄴ 소년
ㅅㅗㄷㅡㄱ 소득
ㅅㅗㅁㅏㅇ 소망
ㅅㅗㅁㅏㅣ 소매
ㅅㅗㅁㅜㄴ 소문
ㅅㅗㅅㅓㄹ 소설
ㅅㅗㅅㅗㄱ 소속
ㅅㅗㅅㅣㄱ 소식
ㅅㅗㅇㅛㅇ 소용
ㅅㅗㅇㅜㅣ 소위
ㅅㅗㅇㅡㅁ 소음
ㅅㅗㅈㅏㅣ 소재
ㅅㅗㅈㅣㄹ 소질
ㅅㅗㅍㅜㅇ 소풍
ㅅㅗㅎㅕㅇ 소형
ㅅㅗㅎㅗㅏ 소화
ㅅㅗㄱㄷㅗ 속도
ㅅㅗㄴㄴㅕ 손녀
ㅅㅗㄴㅅㅜ 손수
ㅅㅗㄴㅈㅏ 손자
ㅅㅗㅅㄷㅏ 솟다
ㅅㅗㅇㅇㅣ 송이
ㅅㅛㅍㅣㅇ 쇼핑
ㅅㅜㄱㅓㄴ 수건
ㅅㅜㄴㅕㄴ 수년
ㅅㅜㄷㅏㄴ 수단
ㅅㅜㅁㅏㄴ 수만
ㅅㅜㅁㅕㄴ 수면
ㅅㅜㅁㅕㅇ 수명
ㅅㅜㅂㅏㄱ 수박
ㅅㅜㅅㅏㅇ 수상
ㅅㅜㅅㅓㄱ 수석
ㅅㅜㅅㅜㄹ 수술
ㅅㅜㅅㅣㅂ 수십
ㅅㅜㅇㅓㅂ 수업
ㅅㅜㅇㅕㅁ 수염
ㅅㅜㅇㅕㅇ 수영
ㅅㅜㅇㅣㅂ 수입
ㅅㅜㅈㅜㄴ 수준
ㅅㅜㅈㅣㅂ 수집
ㅅㅜㅊㅓㄴ 수천
ㅅㅜㅊㅜㄹ 수출
ㅅㅜㅋㅓㅅ 수컷
ㅅㅜㅍㅣㄹ 수필
ㅅㅜㅎㅏㄱ 수학
ㅅㅜㄱㄴㅕ 숙녀
ㅅㅜㄱㅅㅗ 숙소
ㅅㅜㄴㅅㅓ 순서
ㅅㅜㄴㅅㅜ 순수
ㅅㅜㅁㄷㅏ 숨다
ㅅㅜㅅㅈㅏ 숫자
ㅅㅜㅣㄷㅏ 쉬다
ㅅㅡㄴㅣㅁ 스님
ㅅㅡㅁㅜㄹ 스물
ㅅㅡㅅㅡㅇ 스승
ㅅㅡㅂㄱㅣ 습기
ㅅㅡㅇㄹㅣ 승리
ㅅㅡㅇㅂㅜ 승부
ㅅㅣㄱㅏㄱ 시각
ㅅㅣㄱㅏㄴ 시간
ㅅㅣㄱㅕㅣ 시계
ㅅㅣㄱㅗㄹ 시골
ㅅㅣㄴㅏㅣ 시내
ㅅㅣㄷㅏㅣ 시대
ㅅㅣㅁㅣㄴ 시민
ㅅㅣㅅㅓㄴ 시선
ㅅㅣㅅㅓㄹ 시설
ㅅㅣㅇㅗㅣ 시외
ㅅㅣㅇㅜㅣ 시위
ㅅㅣㅇㅣㄴ 시인
ㅅㅣㅇㅣㄹ 시일
ㅅㅣㅈㅏㄱ 시작
ㅅㅣㅈㅏㅇ 시장
ㅅㅣㅈㅓㄹ 시절
ㅅㅣㅈㅓㅁ 시점
ㅅㅣㅈㅜㅇ 시중
ㅅㅣㅈㅡㄴ 시즌
ㅅㅣㅈㅣㅂ 시집
ㅅㅣㅊㅓㅇ 시청
ㅅㅣㅎㅏㅂ 시합
ㅅㅣㅎㅓㅁ 시험
ㅅㅣㄱㄱㅜ 식구
ㅅㅣㄱㄱㅣ 식기
ㅅㅣㄱㄷㅏ 식다
ㅅㅣㄱㅅㅏ 식사
ㅅㅣㄱㅊㅗ 식초
ㅅㅣㄴㄱㅗ 신고
ㅅㅣㄴㄱㅠ 신규
ㅅㅣㄴㄷㅏ 신다
ㅅㅣㄴㄹㅏ 신라
ㅅㅣㄴㅂㅜ 신부
ㅅㅣㄴㅂㅣ 신비
ㅅㅣㄴㅅㅏ 신사
ㅅㅣㄴㅎㅗ 신호
ㅅㅣㄷㄷㅏ 싣다
ㅅㅣㄹㄹㅗ 실로
ㅅㅣㄹㅅㅜ 실수
ㅅㅣㄹㅅㅣ 실시
ㅅㅣㅁㄷㅏ 심다
ㅅㅣㅁㄹㅣ 심리
ㅅㅣㅁㅅㅏ 심사
ㅅㅣㅍㄷㅏ 싶다
ㅅㅅㅏㄷㅏ 싸다
ㅅㅅㅗㄷㅏ 쏘다
ㅅㅅㅡㄷㅏ 쓰다
ㅇㅏㄱㄱㅏ 아까
ㅇㅏㄴㅏㅣ 아내
ㅇㅏㄷㅡㄹ 아들
ㅇㅏㄹㅏㅣ 아래
ㅇㅏㅂㅂㅏ 아빠
ㅇㅏㅇㅕㅣ 아예
ㅇㅏㅈㅣㄱ 아직
ㅇㅏㅊㅣㅁ 아침
ㅇㅏㅍㅡㅁ 아픔
ㅇㅏㅎㅗㅂ 아홉
ㅇㅏㅎㅡㄴ 아흔
ㅇㅏㄱㄱㅣ 악기
ㅇㅏㄱㅅㅜ 악수
ㅇㅏㄴㄷㅏ 안다
ㅇㅏㄴㅂㅜ 안부
ㅇㅏㄴㅈㅜ 안주
ㅇㅏㄹㄷㅏ 알다
ㅇㅏㅁㅅㅣ 암시
ㅇㅏㅍㅅㅓ 앞서
ㅇㅏㅣㅊㅗ 애초
ㅇㅑㄱㅏㄴ 야간
ㅇㅑㄷㅏㄴ 야단
ㅇㅑㅇㅗㅇ 야옹
ㅇㅑㅇㅗㅣ 야외
ㅇㅑㅊㅏㅣ 야채
ㅇㅑㄱㅅㅜ 약수
